Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below primary - Persons,Educational level - Below primary - Males,Educational level - Below primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,All ages,166197921,87565369,78632552,90478637,38663956,51814681,75719284,48901413,26817871,3272335,1961714,1310621,19226939,11278968,7947971,18694554,11368153,7326401,14329834,9819868,4509966,9121682,6561958,2559724,5961518,4205753,1755765,30477,21973,8504,95153,83190,11963,4969397,3588610,1380787,17395,11226,6169
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,0-6,31624628,16509033,15115595,31624628,16509033,15115595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,7,4095286,2144766,1950520,1901676,918876,982800,2193610,1225890,967720,64705,37591,27114,2127712,1187618,940094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,681,512
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,8,6506706,3453580,3053126,2374022,1106814,1267208,4132684,2346766,1785918,92118,52759,39359,4039345,2293332,1746013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,675,546
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,9,3386278,1778582,1607696,896548,390631,505917,2489730,1387951,1101779,39450,21826,17624,2203723,1227569,976154,246023,138246,107777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,310,224
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,10,6989425,3805802,3183623,1931764,844135,1087629,5057661,2961667,2095994,100271,57300,42971,3555499,2062714,1492785,1400987,841098,559889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,555,349
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,11,2663137,1430368,1232769,548099,220696,327403,2115038,1209672,905366,34938,19288,15650,1038059,584220,453839,1041682,605957,435725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,207,152
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,12,5738274,3120058,2618216,1448305,588573,859732,4289969,2531485,1758484,79353,43546,35807,1517564,876547,641017,2301180,1379290,921890,391193,231732,159461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,370,309
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,13,3047586,1585504,1462082,682982,247381,435601,2364604,1338123,1026481,40790,20861,19929,475342,259305,216037,1285825,739001,546824,562268,318744,243524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,212,167
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,14,3872012,2044323,1827689,982889,361807,621082,2889123,1682516,1206607,59777,30545,29232,402991,225535,177456,1203434,703061,500373,1222433,723100,499333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,275,213
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,15,3894270,2193030,1701240,1104337,465286,639051,2789933,1727744,1062189,69888,39287,30601,281775,169551,112224,882416,542298,340118,1081711,698302,383409,473608,278010,195598,0,0,0,0,0,0,0,0,0,0,0,0,535,296,239
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,16,3727299,2033407,1693892,1061224,419746,641478,2666075,1613661,1052414,69417,37143,32274,212603,124260,88343,632659,370009,262650,945673,611251,334422,805142,470674,334468,0,0,0,0,0,0,0,0,0,0,0,0,581,324,257
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,17,2052690,1134353,918337,524056,200485,323571,1528634,933868,594766,37606,20636,16970,94463,55911,38552,286912,166577,120335,461114,306222,154892,647992,384142,263850,0,0,0,0,0,0,0,0,0,0,0,0,547,380,167
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,18,4770256,2757926,2012330,1524976,631529,893447,3245280,2126397,1118883,103114,60874,42240,215466,138499,76967,634068,398111,235957,911130,643802,267328,728963,518635,210328,646704,362243,284461,1986,1276,710,2960,2329,631,0,0,0,889,628,261
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,19,1600326,857707,742619,464657,152243,312414,1135669,705464,430205,32681,18047,14634,70214,42122,28092,187528,107367,80161,272902,183987,88915,220011,153529,66482,348889,197686,151203,850,611,239,2055,1669,386,0,0,0,539,446,93
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,20-24,13311974,6974638,6337336,5142576,1679600,3462976,8169398,5295038,2874360,342093,191666,150427,442316,272952,169364,1500391,872075,628316,1983295,1353384,629911,1410986,1008813,402173,1496864,966911,529953,5596,3767,1829,16011,13550,2461,969563,610321,359242,2283,1599,684
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,25-29,11792446,5981334,5811112,5288184,1676230,3611954,6504262,4305104,2199158,326737,189089,137648,384541,233147,151394,1285881,738548,547333,1553554,1068370,485184,1119452,810147,309305,837950,590069,247881,4073,2687,1386,11900,10440,1460,978812,661738,317074,1362,869,493
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,30-34,10814273,5339396,5474877,5397449,1700870,3696579,5416824,3638526,1778298,303139,176666,126473,351635,214819,136816,1159353,663455,495898,1243131,864047,379084,909896,674124,235772,695286,513371,181915,3496,2378,1118,10715,9501,1214,739135,519524,219611,1038,641,397
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,35-39,9808560,5076548,4732012,5055924,1741906,3314018,4752636,3334642,1417994,272171,168215,103956,326474,214400,112074,1080513,658906,421607,1056555,768084,288471,776695,595234,181461,579788,445031,134757,3072,2238,834,9585,8564,1021,646905,473411,173494,878,559,319
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,40-44,8047432,4314100,3733332,4288241,1584625,2703616,3759191,2729475,1029716,228653,146134,82519,265733,182022,83711,881693,557994,323699,791052,588681,202371,589635,466373,123262,447316,358127,89189,2671,2019,652,9086,8046,1040,542617,419568,123049,735,511,224
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,45-49,6639015,3452212,3186803,3712229,1292890,2419339,2926786,2159322,767464,182884,115776,67108,217384,149989,67395,703129,450686,252443,601900,455742,146158,460876,371352,89524,330646,272040,58606,2329,1848,481,9402,8099,1303,417650,333383,84267,586,407,179
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,50-54,5334446,3013249,2321197,3171318,1327570,1843748,2163128,1685679,477449,154163,103837,50326,193980,145250,48730,554347,388512,165835,413133,329783,83350,335710,284209,51501,225225,194255,30970,2089,1756,333,9145,8121,1024,274881,229602,45279,455,354,101
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,55-59,4095223,1982803,2112420,2654030,886059,1767971,1441193,1096744,344449,111785,69121,42664,155995,112701,43294,396374,271585,124789,257088,200652,56436,216440,181912,34528,136816,118943,17873,1385,1087,298,7024,6344,680,157975,134179,23796,311,220,91
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,60-64,4292319,2263835,2028484,3029022,1266477,1762545,1263297,997358,265939,123019,80913,42106,179724,139604,40120,381881,285778,96103,218235,178726,39509,171613,148488,23125,88293,77732,10561,1086,851,235,3328,3008,320,95822,82009,13813,296,249,47
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,65-69,2906703,1467691,1439012,2076517,818388,1258129,830186,649303,180883,82722,53188,29534,147702,112782,34920,242988,180707,62281,133487,108095,25392,106511,91865,14646,53696,47724,5972,712,553,159,1774,1577,197,60385,52656,7729,209,156,53
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,70-74,2239888,1252699,987189,1638395,765352,873043,601493,487347,114146,66784,45718,21066,126789,104517,22272,182465,143023,39442,93870,78549,15321,64238,55997,8241,29882,26473,3409,496,389,107,977,883,94,35855,31685,4170,137,113,24
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,75-79,943157,498182,444975,671628,282158,389470,271529,216024,55505,28671,19056,9615,59127,48912,10215,79611,60931,18680,45320,37318,8002,28560,24023,4537,13185,11043,2142,230,184,46,478,424,54,16264,14071,2193,83,62,21
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,80+,1267401,692487,574914,918813,415900,502913,348588,276587,72001,41928,28474,13454,87289,69059,18230,98843,77149,21694,56057,47224,8833,31148,26662,4486,15064,12612,2452,311,252,59,449,407,42,17395,14667,2728,104,81,23
C2308,09,00,0000,State - UTTAR PRADESH  09,Total,Age not stated,736911,407756,329155,364148,168696,195452,372763,239060,133703,183478,114158,69320,53494,31631,21863,44371,27789,16582,34733,24073,10660,24206,17769,6437,15914,11493,4421,95,77,18,264,228,36,16138,11796,4342,70,46,24
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,All ages,131658339,69157470,62500869,76288555,32207291,44081264,55369784,36950179,18419605,2615839,1588337,1027502,15645243,9280031,6365212,14543137,9076031,5467106,10840029,7755008,3085021,6044402,4679256,1365146,3600248,2802887,797361,13157,8333,4824,42388,38790,3598,2015778,1715781,299997,9563,5725,3838
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,0-6,26259213,13670442,12588771,26259213,13670442,12588771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,7,3346064,1750926,1595138,1611447,773219,838228,1734617,977707,756910,53750,31328,22422,1680016,945892,734124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,487,364
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,8,5344951,2835660,2509291,2004394,922971,1081423,3340557,1912689,1427868,76891,43943,32948,3262778,1868260,1394518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,486,402
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,9,2743513,1440525,1302988,743943,316319,427624,1999570,1124206,875364,32340,17766,14574,1792090,1004552,787538,174747,101664,73083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,224,169
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,10,5676700,3094016,2582684,1610765,685311,925454,4065935,2408705,1657230,82931,47288,35643,2945902,1719737,1226165,1036479,641291,395188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,389,234
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,11,2066387,1111812,954575,438709,167854,270855,1627678,943958,683720,27579,14919,12660,845050,476450,368600,754816,452464,302352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,125,108
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,12,4559308,2485290,2074018,1191066,462206,728860,3368242,2023084,1345158,64684,35015,29669,1268785,736286,532499,1779920,1091357,688563,254391,160182,94209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,244,218
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,13,2358494,1234033,1124461,553858,188378,365480,1804636,1045655,758981,32603,16304,16299,392085,213971,178114,1007831,590490,417341,371861,224754,147107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,136,120
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,14,2962358,1570447,1391911,786930,270426,516504,2175428,1300021,875407,47338,23664,23674,329191,184152,145039,959061,568032,391029,839527,524002,315525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,171,140
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,15,3049087,1737622,1311465,916862,373009,543853,2132225,1364613,767612,57312,32000,25312,234327,141723,92604,724494,451535,272959,823619,551373,272246,292125,187794,104331,0,0,0,0,0,0,0,0,0,0,0,0,348,188,160
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,16,2815458,1552845,1262613,852422,318586,533836,1963036,1234259,728777,54801,29116,25685,169734,99440,70294,504080,297204,206876,730817,486811,244006,503296,321529,181767,0,0,0,0,0,0,0,0,0,0,0,0,308,159,149
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,17,1481394,824594,656800,416880,148364,268516,1064514,676230,388284,28514,15269,13245,73171,43147,30024,222115,128581,93534,352888,238982,113906,387654,250147,137507,0,0,0,0,0,0,0,0,0,0,0,0,172,104,68
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,18,3617749,2102835,1514914,1250279,490967,759312,2367470,1611868,755602,81844,48068,33776,171663,110835,60828,504878,317696,187182,726005,521743,204262,519980,387170,132810,360191,224302,135889,1065,591,474,1470,1252,218,0,0,0,374,211,163
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,19,1135539,598830,536709,378341,111688,266653,757198,487142,270056,24546,13018,11528,54487,32276,22211,144148,81044,63104,208425,141318,67107,147050,106152,40898,177202,112295,64907,345,218,127,859,728,131,0,0,0,136,93,43
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,20-24,10086238,5184733,4901505,4354382,1333787,3020595,5731856,3850946,1880910,269699,149663,120036,354805,218827,135978,1196742,690257,506485,1575320,1086497,488823,996237,738695,257542,901910,637332,264578,2472,1417,1055,7424,6715,709,426271,320972,105299,976,571,405
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,25-29,9188763,4620833,4567930,4540983,1395800,3145183,4647780,3225033,1422747,261776,153291,108485,314348,194414,119934,1035466,603032,432434,1244724,881799,362925,795401,610806,184595,560374,427570,132804,1998,1158,840,5615,5150,465,427337,347387,79950,741,426,315
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,30-34,8473730,4156074,4317656,4637494,1434234,3203260,3836236,2721840,1114396,243604,144674,98930,286315,179635,106680,922200,541874,380326,977039,709612,267427,630496,504651,125845,461254,374546,86708,1657,983,674,5050,4634,416,308003,260859,47144,618,372,246
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,35-39,7532499,3910217,3622282,4278711,1464277,2814434,3253788,2445940,807848,214589,137183,77406,262049,178803,83246,837321,532485,304836,801536,618770,182766,512367,432799,79568,363663,313396,50267,1315,827,488,4105,3801,304,256397,227599,28798,446,277,169
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,40-44,6158819,3278319,2880500,3641419,1335330,2306089,2517400,1942989,574411,179354,117764,61590,213236,151340,61896,680791,448468,232323,588966,465471,123495,374830,326331,48499,267546,239390,28156,1090,726,364,3519,3175,344,207710,190080,17630,358,244,114
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,45-49,5098698,2618290,2480408,3166796,1099206,2067590,1931902,1519084,412818,142264,92954,49310,174153,125639,48514,537712,362513,175199,441139,358269,82870,284972,254418,30554,189892,174332,15560,857,605,252,3899,3524,375,156751,146649,10102,263,181,82
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,50-54,4206702,2363463,1843239,2741503,1155775,1585728,1465199,1207688,257511,121978,84588,37390,158274,123377,34897,430702,317641,113061,305094,260903,44191,212956,197350,15606,129526,122342,7184,699,540,159,3867,3570,297,101891,97205,4686,212,172,40
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,55-59,3281105,1564083,1717022,2310719,777715,1533004,970386,786368,184018,88585,56415,32170,126462,96301,30161,302195,221903,80292,183603,157171,26432,132810,123971,8839,76013,72432,3581,446,325,121,3432,3245,187,56698,54507,2191,142,98,44
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,60-64,3551153,1877716,1673437,2658196,1130330,1527866,892957,747386,145571,99885,67918,31967,149095,121498,27597,299037,239024,60013,160067,142752,17315,107591,102140,5451,46290,44331,1959,432,312,120,1396,1337,59,29018,27952,1066,146,122,24
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,65-69,2390773,1209866,1180907,1820367,732427,1087940,570406,477439,92967,66041,44191,21850,119816,96882,22934,182975,148402,34573,92965,83792,9173,62941,60141,2800,27198,26218,980,255,197,58,735,697,38,17387,16844,543,93,75,18
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,70-74,1861343,1051165,810178,1436661,687411,749250,424682,363754,60928,54213,38438,15775,104318,89920,14398,137628,116143,21485,65169,59215,5954,36182,34317,1865,15395,14517,878,215,186,29,471,453,18,11017,10499,518,74,66,8
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,75-79,773747,409902,363845,587349,252721,334628,186398,157181,29217,22803,15767,7036,48485,42020,6465,58716,48804,9912,30741,27373,3368,14399,13064,1335,6149,5438,711,95,77,18,232,220,12,4732,4384,348,46,34,12
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,80+,1047509,578936,468573,795156,369486,425670,252353,209450,42903,33717,23661,10056,71960,59258,12702,74919,62456,12463,40156,35721,4435,17227,15528,1699,8059,7103,956,168,132,36,206,196,10,5885,5349,536,56,46,10
C2308,09,00,0000,State - UTTAR PRADESH  09,Rural,Age not stated,591045,323996,267049,303710,139052,164658,287335,184944,102391,152198,94132,58066,42648,25396,17252,34164,21671,12493,25977,18498,7479,15888,12253,3635,9586,7343,2243,48,39,9,108,93,15,6681,5495,1186,37,24,13
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,All ages,34539582,18407899,16131683,14190082,6456665,7733417,20349500,11951234,8398266,656496,373377,283119,3581696,1998937,1582759,4151417,2292122,1859295,3489805,2064860,1424945,3077280,1882702,1194578,2361270,1402866,958404,17320,13640,3680,52765,44400,8365,2953619,1872829,1080790,7832,5501,2331
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,0-6,5365415,2838591,2526824,5365415,2838591,2526824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,7,749222,393840,355382,290229,145657,144572,458993,248183,210810,10955,6263,4692,447696,241726,205970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,194,148
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,8,1161755,617920,543835,369628,183843,185785,792127,434077,358050,15227,8816,6411,776567,425072,351495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,189,144
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,9,642765,338057,304708,152605,74312,78293,490160,263745,226415,7110,4060,3050,411633,223017,188616,71276,36582,34694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,86,55
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,10,1312725,711786,600939,320999,158824,162175,991726,552962,438764,17340,10012,7328,609597,342977,266620,364508,199807,164701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,166,115
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,11,596750,318556,278194,109390,52842,56548,487360,265714,221646,7359,4369,2990,193009,107770,85239,286866,153493,133373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,82,44
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,12,1178966,634768,544198,257239,126367,130872,921727,508401,413326,14669,8531,6138,248779,140261,108518,521260,287933,233327,136802,71550,65252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,126,91
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,13,689092,351471,337621,129124,59003,70121,559968,292468,267500,8187,4557,3630,83257,45334,37923,277994,148511,129483,190407,93990,96417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,76,47
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,14,909654,473876,435778,195959,91381,104578,713695,382495,331200,12439,6881,5558,73800,41383,32417,244373,135029,109344,382906,199098,183808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,104,73
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,15,845183,455408,389775,187475,92277,95198,657708,363131,294577,12576,7287,5289,47448,27828,19620,157922,90763,67159,258092,146929,111163,181483,90216,91267,0,0,0,0,0,0,0,0,0,0,0,0,187,108,79
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,16,911841,480562,431279,208802,101160,107642,703039,379402,323637,14616,8027,6589,42869,24820,18049,128579,72805,55774,214856,124440,90416,301846,149145,152701,0,0,0,0,0,0,0,0,0,0,0,0,273,165,108
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,17,571296,309759,261537,107176,52121,55055,464120,257638,206482,9092,5367,3725,21292,12764,8528,64797,37996,26801,108226,67240,40986,260338,133995,126343,0,0,0,0,0,0,0,0,0,0,0,0,375,276,99
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,18,1152507,655091,497416,274697,140562,134135,877810,514529,363281,21270,12806,8464,43803,27664,16139,129190,80415,48775,185125,122059,63066,208983,131465,77518,286513,137941,148572,921,685,236,1490,1077,413,0,0,0,515,417,98
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,19,464787,258877,205910,86316,40555,45761,378471,218322,160149,8135,5029,3106,15727,9846,5881,43380,26323,17057,64477,42669,21808,72961,47377,25584,171687,85391,86296,505,393,112,1196,941,255,0,0,0,403,353,50
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,20-24,3225736,1789905,1435831,788194,345813,442381,2437542,1444092,993450,72394,42003,30391,87511,54125,33386,303649,181818,121831,407975,266887,141088,414749,270118,144631,594954,329579,265375,3124,2350,774,8587,6835,1752,543292,289349,253943,1307,1028,279
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,25-29,2603683,1360501,1243182,747201,280430,466771,1856482,1080071,776411,64961,35798,29163,70193,38733,31460,250415,135516,114899,308830,186571,122259,324051,199341,124710,277576,162499,115077,2075,1529,546,6285,5290,995,551475,314351,237124,621,443,178
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,30-34,2340543,1183322,1157221,759955,266636,493319,1580588,916686,663902,59535,31992,27543,65320,35184,30136,237153,121581,115572,266092,154435,111657,279400,169473,109927,234032,138825,95207,1839,1395,444,5665,4867,798,431132,258665,172467,420,269,151
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,35-39,2276061,1166331,1109730,777213,277629,499584,1498848,888702,610146,57582,31032,26550,64425,35597,28828,243192,126421,116771,255019,149314,105705,264328,162435,101893,216125,131635,84490,1757,1411,346,5480,4763,717,390508,245812,144696,432,282,150
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,40-44,1888613,1035781,852832,646822,249295,397527,1241791,786486,455305,49299,28370,20929,52497,30682,21815,200902,109526,91376,202086,123210,78876,214805,140042,74763,179770,118737,61033,1581,1293,288,5567,4871,696,334907,229488,105419,377,267,110
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,45-49,1540317,833922,706395,545433,193684,351749,994884,640238,354646,40620,22822,17798,43231,24350,18881,165417,88173,77244,160761,97473,63288,175904,116934,58970,140754,97708,43046,1472,1243,229,5503,4575,928,260899,186734,74165,323,226,97
C2308,09,00,0000,State - UTTAR PRADESH  09,Urban,50-54,1127744,649786,477958,429815,171795,258020,697929,477991,219938,32185,19249,12936,35706,21873,13833,123645,70871,52774,108039,68880,39159,122754,86859,35895,95699,71913,23786,1390,1216,174,5278,4551,727,172990,132397,40593,243,182,61
